"Word" "Score"
"2402" "warm" 1
"2403" "warmth" 2
"2404" "warn" -2
"2405" "warned" -2
"2406" "warning" -3
"2407" "warnings" -3
"2408" "warns" -2
"2409" "waste" -1
"2410" "wasted" -2
"2411" "wasting" -2
"2412" "wavering" -1
"2413" "weak" -2
"2414" "weakness" -2
"2415" "wealth" 3
"2416" "wealthy" 2
"2417" "weary" -2
"2418" "weep" -2
"2419" "weeping" -2
"2420" "weird" -2
"2421" "welcome" 2
"2422" "welcomed" 2
"2423" "welcomes" 2
"2424" "whimsical" 1
"2425" "whitewash" -3
"2426" "whore" -4
"2427" "wicked" -2
"2428" "widowed" -1
"2429" "willingness" 2
"2430" "win" 4
"2431" "winner" 4
"2432" "winning" 4
"2433" "wins" 4
"2434" "winwin" 3
"2435" "wish" 1
"2436" "wishes" 1
"2437" "wishing" 1
"2438" "withdrawal" -3
"2439" "woebegone" -2
"2440" "woeful" -3
"2441" "won" 3
"2442" "wonderful" 4
"2443" "woo" 3
"2444" "woohoo" 3
"2445" "wooo" 4
"2446" "woow" 4
"2447" "worn" -1
"2448" "worried" -3
"2449" "worry" -3
"2450" "worrying" -3
"2451" "worse" -3
"2452" "worsen" -3
"2453" "worsened" -3
"2454" "worsening" -3
"2455" "worsens" -3
"2456" "worshiped" 3
"2457" "worst" -3
"2458" "worth" 2
"2459" "worthless" -2
"2460" "worthy" 2
"2461" "wow" 4
"2462" "wowow" 4
"2463" "wowww" 4
"2464" "wrathful" -3
"2465" "wreck" -2
"2466" "wrong" -2
"2467" "wronged" -2
"2468" "wtf" -4
"2469" "yeah" 1
"2470" "yearning" 1
"2471" "yeees" 2
"2472" "yes" 1
"2473" "youthful" 2
"2474" "yucky" -2
"2475" "yummy" 3
"2476" "zealot" -2
"2477" "zealots" -2
"2478" "zealous" 2
